Wall time,Step,Value
1723070096.1539352,0,17.418880462646484
1723070148.7926877,100,12.759676933288574
1723070193.1342728,200,11.090457916259766
1723070236.6100776,300,11.626030921936035
1723070283.4045022,400,11.754409790039062
1723070327.122077,500,11.847232818603516
1723070377.9044647,600,11.435880661010742
1723070419.4357204,700,11.576028823852539
1723070462.0113523,800,11.796009063720703
1723070504.380555,900,11.873414039611816
1723070546.9972422,1000,12.076889038085938
1723070598.7231178,1100,11.875655174255371
1723070640.689666,1200,11.804889678955078
1723070681.861408,1300,11.926690101623535
1723070727.5380177,1400,12.078142166137695
1723070773.7463634,1500,12.218137741088867
1723070820.6256285,1600,11.953508377075195
1723070864.7164938,1700,11.881795883178711
1723070908.3497875,1800,12.063274383544922
1723070954.030459,1900,12.072104454040527
1723070997.0165813,2000,12.222888946533203
1723071049.2026129,2100,12.251260757446289
1723071091.6295722,2200,12.101263046264648
1723071133.7148285,2300,12.175512313842773
1723071175.0867968,2400,12.323471069335938
1723071217.6207929,2500,12.28536605834961
1723071264.9115798,2600,12.674538612365723
1723071308.56635,2700,12.461615562438965
1723071351.8407328,2800,12.235970497131348
1723071394.4129171,2900,12.456412315368652
1723071438.9576323,3000,12.325321197509766
1723071492.8750327,3100,12.26279354095459
1723071536.9128563,3200,12.340127944946289
1723071580.1304178,3300,12.536754608154297
1723071623.2473583,3400,12.175419807434082
1723071667.1129837,3500,12.48321533203125
1723071713.980896,3600,12.587505340576172
1723071758.1841693,3700,12.45224666595459
1723071802.6955953,3800,12.397798538208008
1723071847.2422664,3900,12.448315620422363
1723071891.8707798,4000,12.716253280639648
1723071944.149374,4100,12.702539443969727
1723071987.0537677,4200,12.516432762145996
1723072030.2003765,4300,12.308191299438477
1723072072.3408365,4400,12.511434555053711
1723072114.9578097,4500,12.46143627166748
1723072159.7228749,4600,12.79457950592041
1723072203.260169,4700,13.086132049560547
1723072247.378922,4800,12.163169860839844
1723072290.289365,4900,12.887228012084961
1723072333.5059285,5000,12.371273040771484
1723072384.2878642,5100,12.301990509033203
1723072428.6545987,5200,12.405473709106445
1723072471.6202967,5300,12.393062591552734
1723072512.593449,5400,12.379905700683594
1723072557.4165874,5500,12.672595977783203
1723072603.3759604,5600,12.886334419250488
1723072645.5247834,5700,12.824339866638184
1723072688.2009788,5800,12.646245956420898
1723072732.258052,5900,12.286979675292969
1723072775.9548042,6000,12.573418617248535
1723072826.6637375,6100,12.554522514343262
1723072869.9359462,6200,12.677478790283203
1723072915.1661468,6300,12.545267105102539
1723072957.6032114,6400,12.882566452026367
1723073001.7796772,6500,12.514019012451172
1723073047.6825824,6600,12.583507537841797
1723073090.208056,6700,12.68397045135498
1723073131.1595893,6800,12.774911880493164
1723073173.8564186,6900,12.53049373626709
1723073216.2349744,7000,12.876401901245117
1723073266.406473,7100,12.63845157623291
1723073308.5597167,7200,12.60638427734375
1723073353.9932995,7300,12.498475074768066
1723073397.46107,7400,12.856656074523926
1723073439.7264752,7500,12.394277572631836
1723073485.2806642,7600,12.222068786621094
1723073530.0615644,7700,12.218141555786133
1723073573.8956375,7800,12.600337982177734
1723073615.4166582,7900,12.257528305053711
1723073659.3823848,8000,12.685449600219727
1723073712.9152575,8100,12.503965377807617
1723073758.1948683,8200,12.42483901977539
1723073801.7309597,8300,12.497136116027832
1723073844.8264012,8400,12.38180923461914
1723073886.918703,8500,12.202993392944336
1723073933.3455205,8600,12.812356948852539
1723073975.2016997,8700,12.27966594696045
1723074018.2163613,8800,12.674663543701172
1723074060.3466127,8900,12.59494400024414
1723074101.8000932,9000,12.743521690368652
1723074153.1946692,9100,12.743108749389648
1723074195.5708928,9200,12.701349258422852
1723074238.3690588,9300,12.31486701965332
1723074281.7424095,9400,12.955390930175781
1723074324.0346448,9500,12.560525894165039
1723074368.623052,9600,12.67743968963623
1723074409.4861019,9700,12.828567504882812
1723074451.198141,9800,12.784001350402832
1723074492.8181238,9900,12.481950759887695
1723074534.1098113,10000,12.445926666259766
1723074584.1044781,10100,12.269606590270996
1723074625.377466,10200,12.82525634765625
1723074666.159454,10300,12.523721694946289
1723074706.7227716,10400,12.391275405883789
1723074747.4436977,10500,12.831708908081055
1723074789.804513,10600,12.487810134887695
1723074830.4587326,10700,12.887103080749512
1723074871.1484234,10800,12.619674682617188
1723074911.9220748,10900,12.671758651733398
1723074952.899718,11000,12.377740859985352
1723075003.2302442,11100,12.382323265075684
1723075043.9172513,11200,12.747827529907227
1723075085.0263333,11300,12.481119155883789
1723075126.2217307,11400,12.742660522460938
1723075167.051578,11500,12.369704246520996
1723075210.3296776,11600,12.893765449523926
1723075250.6225696,11700,12.731420516967773
1723075290.7074645,11800,12.852083206176758
1723075330.8828456,11900,12.910317420959473
1723075371.136479,12000,12.426400184631348
1723075420.0999634,12100,12.670304298400879
1723075460.358528,12200,12.568964004516602
1723075500.7930572,12300,12.440616607666016
1723075541.3565843,12400,12.611674308776855
1723075581.62091,12500,12.580825805664062
1723075624.4592528,12600,12.39107894897461
1723075664.8170748,12700,12.32736873626709
1723075705.1684709,12800,12.791627883911133
1723075745.4867363,12900,12.678119659423828
1723075786.2666078,13000,12.746164321899414
1723075835.3698008,13100,13.105335235595703
1723075876.17986,13200,12.445671081542969
1723075917.2036278,13300,12.239686012268066
1723075957.9298618,13400,12.657607078552246
1723075998.562751,13500,12.44935417175293
1723076041.6259341,13600,12.329940795898438
1723076082.1738715,13700,12.477298736572266
1723076123.3655598,13800,12.066261291503906
1723076164.2407486,13900,12.984695434570312
1723076204.8746192,14000,11.878327369689941
1723076253.4364562,14100,12.684874534606934
1723076294.1679149,14200,13.124041557312012
1723076334.743744,14300,12.595647811889648
1723076375.3282096,14400,12.56883430480957
1723076416.2371187,14500,12.48342227935791
1723076459.4458845,14600,12.261565208435059
1723076500.2267816,14700,12.856395721435547
1723076540.8875093,14800,12.674043655395508
1723076580.9807587,14900,12.271507263183594
1723076621.6095588,15000,12.578411102294922
1723076670.8565717,15100,12.294143676757812
1723076711.1006455,15200,12.287944793701172
1723076751.4581964,15300,12.840760231018066
1723076791.7251234,15400,12.521568298339844
1723076832.6296155,15500,11.973553657531738
1723076875.327381,15600,12.803513526916504
1723076915.840843,15700,12.283405303955078
1723076956.4727728,15800,11.742254257202148
1723076997.3912845,15900,12.343561172485352
1723077037.775579,16000,12.31864070892334
1723077086.6231112,16100,12.222007751464844
1723077127.0370839,16200,12.139564514160156
1723077166.991633,16300,12.967317581176758
1723077207.212537,16400,12.660050392150879
1723077253.9862194,16500,12.460589408874512
1723077299.7178452,16600,12.701153755187988
1723077340.6463463,16700,12.239627838134766
1723077381.3288715,16800,12.621864318847656
1723077421.366406,16900,12.560018539428711
1723077461.5296967,17000,12.357772827148438
1723077511.3840075,17100,12.814652442932129
1723077551.4554718,17200,12.301494598388672
1723077591.9438498,17300,12.507820129394531
1723077632.281004,17400,12.302385330200195
1723077672.546863,17500,12.419079780578613
1723077715.4490175,17600,12.368997573852539
1723077756.2781262,17700,12.434479713439941
1723077797.2263675,17800,12.462407112121582
1723077837.477264,17900,12.401851654052734
1723077877.9380383,18000,12.137510299682617
1723077926.6443937,18100,12.535487174987793
1723077966.6703393,18200,12.137423515319824
1723078006.943121,18300,12.400632858276367
1723078047.2621434,18400,12.562126159667969
1723078087.8766327,18500,12.106199264526367
1723078130.3864543,18600,12.105131149291992
1723078170.4775455,18700,12.611435890197754
1723078210.9316301,18800,11.761178970336914
1723078251.5701637,18900,12.914260864257812
