Wall time,Step,Value
1723142926.28902,0,160.4483642578125
1723143012.8169613,100,195.00076293945312
1723143092.6534421,200,138.62486267089844
1723143172.6493793,300,120.14729309082031
1723143262.160587,400,122.00547790527344
1723143345.4366877,500,121.938720703125
1723143459.6784,600,126.72120666503906
1723143543.8514538,700,138.44351196289062
1723143626.8916512,800,150.35311889648438
1723143714.7768135,900,162.67349243164062
1723143797.978137,1000,175.70826721191406
1723143936.1782062,1100,182.97900390625
1723144029.7724788,1200,200.93060302734375
1723144118.3724253,1300,206.08914184570312
1723144220.3530195,1400,214.72940063476562
1723153673.4521658,1000,172.14382934570312
1723153817.0080914,1100,188.1122283935547
1723153902.9999597,1200,195.41554260253906
1723153987.9749935,1300,208.17933654785156
1723154079.4779663,1400,213.67701721191406
1723154164.3670404,1500,207.87939453125
1723154255.186405,1600,202.16268920898438
1723154346.439628,1700,204.76466369628906
1723154443.8738356,1800,198.01852416992188
1723154549.2862442,1900,199.28240966796875
1723154647.136672,2000,197.80172729492188
1723154789.1198332,2100,196.69564819335938
1723154888.2721205,2200,199.0054931640625
1723154980.2004187,2300,200.83680725097656
1723155080.878895,2400,201.30075073242188
1723155179.864986,2500,203.19952392578125
1723155279.8981857,2600,206.2822265625
1723155373.085058,2700,208.09500122070312
1723155469.923052,2800,207.26622009277344
1723155569.4337888,2900,212.029541015625
1723155662.9978902,3000,214.51585388183594
1723155810.008052,3100,213.4591522216797
1723155907.228433,3200,210.3804473876953
1723156002.4385223,3300,214.27381896972656
1723156100.915938,3400,215.1252899169922
1723156197.2593355,3500,216.27102661132812
1723156306.4283578,3600,218.33135986328125
1723156406.0817733,3700,221.04037475585938
1723156508.6503704,3800,219.2874755859375
1723156611.919211,3900,222.3723602294922
1723156712.9820936,4000,222.27456665039062
1723156873.2798452,4100,221.5365447998047
1723156974.864317,4200,222.08700561523438
1723157079.1225197,4300,229.50537109375
1723157184.2097657,4400,230.01702880859375
1723157288.7945042,4500,232.04379272460938
1723157394.6552198,4600,231.93746948242188
1723157495.0230088,4700,231.63246154785156
1723157599.9372241,4800,228.9925994873047
1723157700.3056293,4900,237.46580505371094
1723157803.8558211,5000,238.26666259765625
1723157957.7468739,5100,233.62974548339844
1723158062.8839633,5200,236.21755981445312
1723158166.5180516,5300,239.47886657714844
1723158269.7376764,5400,240.25863647460938
1723158373.0589297,5500,245.4942169189453
1723158479.7621474,5600,249.03427124023438
1723158580.1690788,5700,247.72799682617188
1723158686.6748366,5800,248.86817932128906
1723158796.1318617,5900,253.53207397460938
1723158900.305003,6000,251.16104125976562
1723159067.065828,6100,253.5957489013672
1723159174.4307234,6200,254.04034423828125
1723159281.1828148,6300,259.02496337890625
1723159380.2402492,6400,255.36541748046875
1723159478.8082988,6500,261.0037536621094
1723159579.871819,6600,258.86114501953125
1723159677.953582,6700,267.3686218261719
1723159777.3825848,6800,262.5722961425781
1723159875.9750936,6900,262.9936218261719
1723159979.4454973,7000,269.9775390625
1723163507.6256433,7000,266.4061279296875
1723163660.2087326,7100,263.7074279785156
1723163741.9451957,7200,268.9507751464844
1723163823.652679,7300,268.7144470214844
1723163912.7585757,7400,272.5032653808594
1723164001.071785,7500,271.95770263671875
1723164093.5556846,7600,274.3871765136719
1723164175.354556,7700,276.0873718261719
1723164253.9072132,7800,277.6966247558594
1723164332.9017782,7900,270.0418395996094
1723164411.990585,8000,274.69659423828125
1723164524.471438,8100,275.4216613769531
1723164608.979379,8200,279.2213134765625
1723164693.085832,8300,276.89605712890625
1723164780.3787827,8400,276.40838623046875
1723164865.264448,8500,275.4391174316406
1723164951.122997,8600,276.84149169921875
1723165035.4543722,8700,280.21807861328125
1723165125.5503457,8800,279.8218688964844
1723165211.7617323,8900,281.3934020996094
1723165296.2114427,9000,280.3498229980469
1723165410.8775978,9100,278.31793212890625
1723165495.4229186,9200,284.0413513183594
1723165580.1619515,9300,280.59124755859375
1723165664.7357323,9400,279.8526611328125
1723165757.1315107,9500,282.9357604980469
1723165845.4195538,9600,283.5289611816406
1723165930.1818602,9700,286.6197509765625
1723166016.6332796,9800,287.31622314453125
1723166101.5747786,9900,284.3841247558594
1723166185.643151,10000,287.4739685058594
1723166302.7830977,10100,281.72259521484375
1723166389.465675,10200,290.7389831542969
1723166476.4782374,10300,289.8419189453125
1723166562.788521,10400,290.43878173828125
1723166648.864647,10500,288.8594055175781
1723166737.6565495,10600,289.7759094238281
1723166823.6656754,10700,293.9149475097656
1723166908.9595191,10800,288.54718017578125
1723166994.9464982,10900,292.3664245605469
1723167081.6891706,11000,291.6528625488281
1723167199.9153862,11100,291.48150634765625
1723167286.7253175,11200,293.1742858886719
1723167372.108281,11300,293.5809326171875
1723167457.5734656,11400,292.0601501464844
1723167542.061059,11500,298.9595031738281
1723167629.6733727,11600,298.59613037109375
1723167717.2749286,11700,296.7572326660156
1723167804.0598154,11800,302.7578125
1723167891.19041,11900,297.7773742675781
1723167977.9689453,12000,293.2987976074219
1723168099.5079634,12100,298.2919616699219
1723168186.8395696,12200,296.7607116699219
1723168274.1319156,12300,298.2646789550781
1723168364.1055703,12400,294.2137756347656
1723168457.146,12500,297.09246826171875
1723168549.8009236,12600,299.57098388671875
1723168641.9558463,12700,300.293701171875
1723168731.1040723,12800,298.6112060546875
1723168821.6103306,12900,298.4676208496094
1723168910.4812083,13000,301.5538635253906
1723169037.202364,13100,296.6695556640625
1723169129.6577365,13200,303.29547119140625
1723169225.475947,13300,305.7153015136719
1723169317.8293655,13400,302.223876953125
1723169409.8208764,13500,301.1996765136719
1723169505.6018898,13600,304.37603759765625
1723169601.105974,13700,302.0578308105469
1723169695.4822075,13800,307.185791015625
1723169786.858891,13900,303.84808349609375
1723169876.386401,14000,307.0348205566406
1723170002.6545653,14100,306.1403503417969
1723170088.970503,14200,312.4418029785156
1723170185.9383485,14300,311.6779479980469
1723170279.276987,14400,307.6423034667969
1723170374.2583556,14500,311.25567626953125
1723170471.3288174,14600,310.1392822265625
1723170563.369948,14700,314.2964782714844
1723170656.6248574,14800,309.8425598144531
1723170746.3351367,14900,311.32611083984375
1723170833.5439537,15000,309.61358642578125
1723170972.3170385,15100,314.7550048828125
1723171058.0783522,15200,311.0528869628906
1723171147.500455,15300,309.5201721191406
1723171237.6099331,15400,310.318603515625
1723171328.9068913,15500,312.29364013671875
1723171432.1969492,15600,310.91851806640625
1723171531.2140708,15700,314.6156005859375
1723171629.9890459,15800,312.7886962890625
1723171724.1591094,15900,310.76336669921875
1723171815.8349476,16000,320.02081298828125
1723171947.8044915,16100,312.7503662109375
1723172044.2324176,16200,313.2876281738281
1723172140.157002,16300,313.4755554199219
1723172233.8536205,16400,312.2762451171875
1723172330.1723092,16500,318.25286865234375
1723172424.5150044,16600,318.4875183105469
1723172515.8687592,16700,317.76470947265625
1723172604.603169,16800,321.13397216796875
1723172693.1284595,16900,322.81494140625
1723172786.7770717,17000,322.98687744140625
1723172929.6639562,17100,320.0614318847656
1723173027.3579233,17200,318.6341857910156
1723173123.7965913,17300,321.6859436035156
1723173221.1217105,17400,321.8819580078125
1723173323.9252088,17500,319.41448974609375
1723173417.692584,17600,319.2808532714844
1723173509.1160264,17700,321.40899658203125
1723173609.870613,17800,321.517333984375
1723173708.1395786,17900,320.61328125
1723173797.1921618,18000,316.1043395996094
1723173932.9814553,18100,316.83245849609375
1723174022.3420298,18200,322.4619140625
1723174115.651466,18300,318.50933837890625
1723174206.4098473,18400,321.6543884277344
1723174298.0849867,18500,317.5479736328125
1723174391.1041899,18600,318.9884338378906
1723174489.1182766,18700,316.6004638671875
1723174579.4278533,18800,318.6753234863281
1723174668.7362697,18900,320.09613037109375
1723174759.442747,19000,316.9056396484375
1723174892.384038,19100,325.6900939941406
1723174981.7337732,19200,323.448974609375
1723175071.1442482,19300,322.245849609375
1723175159.5279622,19400,319.4591979980469
1723175246.7830393,19500,321.8795166015625
1723175338.4683216,19600,322.225341796875
1723175428.2284193,19700,323.7378234863281
1723175517.669358,19800,319.8721618652344
1723175606.7622018,19900,317.6310119628906
1723175696.4206467,20000,320.8683166503906
1723175827.9421935,20100,328.2633361816406
1723175916.8199809,20200,326.7178649902344
1723176005.9086049,20300,321.3077392578125
1723176094.3135002,20400,326.8703918457031
1723176184.3464482,20500,328.0978088378906
1723176276.37328,20600,324.7183532714844
1723176366.6616821,20700,327.3343200683594
1723176456.5948017,20800,327.2555847167969
1723176545.3027017,20900,331.043212890625
1723176641.1287494,21000,326.29571533203125
1723176788.7106924,21100,330.8005065917969
1723176883.6316767,21200,329.35693359375
1723176974.2268615,21300,327.8396911621094
1723177071.7450945,21400,325.9344787597656
1723177165.4708476,21500,326.2898864746094
1723177257.1103172,21600,327.59722900390625
1723177347.7389371,21700,325.0016784667969
1723177438.1044343,21800,327.36004638671875
1723177530.058087,21900,325.82733154296875
1723177619.5319703,22000,331.1104431152344
1723177755.4447756,22100,329.4831848144531
1723177847.216033,22200,325.73089599609375
1723177936.421346,22300,327.9594421386719
1723178025.2647238,22400,325.2846984863281
1723178114.5746732,22500,330.14678955078125
1723178205.7537327,22600,324.03363037109375
1723178292.849461,22700,327.9750061035156
1723178382.235677,22800,329.3670959472656
1723178471.0154548,22900,333.4320068359375
1723178559.4709494,23000,334.673095703125
1723178693.9242578,23100,334.6552429199219
1723178784.0993996,23200,330.6462707519531
1723178878.2466264,23300,329.7445983886719
1723178969.842303,23400,336.0900573730469
1723179060.5311968,23500,333.0830993652344
1723179153.0178273,23600,333.2778015136719
1723179242.6892378,23700,330.9801330566406
1723179333.570963,23800,332.2152099609375
1723179429.6660657,23900,335.45635986328125
1723179526.119145,24000,332.4529113769531
1723179668.628174,24100,332.12884521484375
1723179761.6190443,24200,332.783935546875
1723179852.0096483,24300,331.18756103515625
1723179944.3813524,24400,331.1958312988281
1723180036.8028286,24500,334.86627197265625
1723180130.9474807,24600,331.9366760253906
1723180223.8964458,24700,337.6885070800781
1723180315.6344104,24800,331.5484619140625
1723180408.1077118,24900,334.6109313964844
1723180499.9150498,25000,335.8939514160156
1723180639.65639,25100,334.3941955566406
1723180731.1894875,25200,332.72869873046875
1723180822.2370818,25300,336.8083190917969
1723180914.3911862,25400,333.21173095703125
1723181005.9895368,25500,335.3522644042969
1723181098.5698385,25600,339.0609436035156
1723181190.0078135,25700,334.4552917480469
1723181281.2860355,25800,335.1328125
1723181373.1808205,25900,333.55902099609375
1723181463.532768,26000,336.0510559082031
1723181602.533073,26100,334.4591369628906
1723181694.3245926,26200,339.1288757324219
1723181785.997875,26300,337.4859619140625
1723181874.0830147,26400,335.625244140625
1723181959.9624376,26500,336.31842041015625
1723182048.8623354,26600,334.13250732421875
1723182134.5619304,26700,331.89459228515625
1723182220.760494,26800,333.5057678222656
1723182306.6569731,26900,333.96307373046875
1723182393.174247,27000,332.3221740722656
1723182527.3789194,27100,336.593994140625
1723182612.6684694,27200,338.9590148925781
1723182699.3361084,27300,332.8529968261719
1723182787.739228,27400,337.8475646972656
1723182875.0342982,27500,334.7565612792969
1723182963.6209996,27600,333.7659606933594
1723183050.414837,27700,335.7967224121094
1723183137.6835248,27800,334.97064208984375
1723183224.805602,27900,332.1199035644531
1723183312.2215395,28000,334.4198913574219
1723183444.0990887,28100,335.23321533203125
1723183527.5333626,28200,335.76641845703125
1723183614.251329,28300,332.856689453125
1723183700.7664993,28400,335.8258972167969
1723183787.5028603,28500,331.79022216796875
1723183874.5669532,28600,333.90380859375
1723183960.7861922,28700,338.54290771484375
1723184046.8666565,28800,332.2701721191406
1723184132.53129,28900,333.4600830078125
1723184218.6358523,29000,339.4176330566406
1723184350.9812164,29100,338.4739074707031
1723184434.6401563,29200,340.24176025390625
1723184520.8054273,29300,334.42852783203125
1723184607.55842,29400,339.6184997558594
1723184692.6735609,29500,334.3634948730469
1723184779.8546898,29600,334.0627136230469
1723184865.23567,29700,335.64483642578125
1723184951.1695223,29800,334.94317626953125
1723185036.0345423,29900,337.772216796875
1723185122.234629,30000,337.2048034667969
1723185255.1412225,30100,335.2066345214844
1723185340.8371584,30200,341.21356201171875
1723185427.7193892,30300,339.0643615722656
1723185513.787791,30400,336.20599365234375
1723185599.989979,30500,339.31072998046875
1723185687.2971706,30600,340.979736328125
1723185774.1824822,30700,340.51617431640625
1723185860.5065079,30800,341.0785217285156
1723185946.9872603,30900,343.78753662109375
1723186033.1494098,31000,343.873291015625
1723186165.8660736,31100,340.0621032714844
1723186250.973848,31200,342.1114196777344
1723186337.1976745,31300,340.58740234375
1723186423.424448,31400,342.2558898925781
1723186510.37347,31500,338.584716796875
1723186598.7516708,31600,338.4391174316406
1723186684.8826795,31700,339.12811279296875
1723186769.8110538,31800,336.75146484375
1723186855.30999,31900,339.9604187011719
1723186941.5139055,32000,339.9414367675781
1723187074.0754175,32100,339.1129150390625
1723187159.2282655,32200,342.02874755859375
1723187245.3443804,32300,340.0548095703125
1723187330.0882308,32400,342.6444091796875
1723187416.2247086,32500,342.2328186035156
1723187503.6614203,32600,339.3835144042969
1723187589.149659,32700,335.85205078125
1723187675.5837884,32800,337.0608825683594
1723187761.4959302,32900,340.16802978515625
1723187848.0396342,33000,338.1393737792969
1723187982.3252037,33100,336.1098327636719
1723188067.3186758,33200,338.8342590332031
1723188154.8920572,33300,340.1788330078125
1723188244.1215565,33400,340.3165588378906
1723188329.7961462,33500,337.8572998046875
1723188418.0077088,33600,338.8336181640625
1723188504.2563689,33700,336.7257995605469
1723188591.6135547,33800,339.18572998046875
1723188679.1888556,33900,337.70379638671875
1723188766.2183099,34000,342.83990478515625
1723188902.071253,34100,336.30657958984375
1723188986.6521463,34200,335.5211181640625
1723189074.053897,34300,342.12274169921875
1723189160.3627925,34400,336.9003601074219
1723189247.1103954,34500,337.2726135253906
1723189334.721674,34600,340.09210205078125
1723189421.8952143,34700,341.58148193359375
1723189508.467246,34800,340.6751403808594
1723189594.2497816,34900,338.4242858886719
1723189680.2021058,35000,330.9103088378906
1723189814.6261528,35100,338.151611328125
1723189899.8243897,35200,343.1293029785156
1723189986.4166431,35300,342.9247131347656
1723190073.3159447,35400,336.3623962402344
1723190159.5023463,35500,338.3875732421875
1723190247.5690577,35600,343.5028991699219
1723190333.9735115,35700,338.159912109375
1723190419.7222703,35800,340.5714111328125
1723190507.8314862,35900,335.4118957519531
1723190594.1735919,36000,343.1566162109375
1723190728.2630494,36100,343.19903564453125
1723190814.330507,36200,340.73895263671875
1723190900.1760194,36300,338.9346008300781
1723190986.4414802,36400,339.93927001953125
1723191074.0560513,36500,339.43609619140625
1723191161.057732,36600,342.7445068359375
1723191246.6956122,36700,343.9609375
1723191332.9935677,36800,342.6397705078125
1723191418.6362362,36900,342.605712890625
1723191504.4035466,37000,344.9007568359375
1723191636.6682003,37100,343.0350646972656
1723191720.8223433,37200,344.484619140625
1723191808.0732627,37300,345.4446105957031
1723191893.6348708,37400,344.59710693359375
1723191978.5101557,37500,340.322265625
1723192065.256718,37600,344.25103759765625
1723192150.3300686,37700,345.7052917480469
1723192236.0511992,37800,347.32806396484375
1723192321.187422,37900,349.4307556152344
1723192406.8821082,38000,343.8968811035156
1723192538.632332,38100,348.5737609863281
1723192620.7934992,38200,342.8851013183594
1723192705.9091551,38300,342.6929626464844
1723192790.732947,38400,346.9405517578125
1723192875.1646602,38500,344.4288635253906
1723192961.2486627,38600,343.2228088378906
1723193047.2109075,38700,343.35858154296875
1723193132.3735206,38800,346.50982666015625
1723193217.2520847,38900,343.5980529785156
1723193301.8533669,39000,343.3486328125
1723193436.6409528,39100,339.2710266113281
1723193522.0126293,39200,345.93463134765625
1723193608.6988442,39300,343.1468200683594
1723193695.3794641,39400,347.34423828125
